V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
54823 1968 1 8 10294 32766 32766 -40 21 -100 12 28 316 0 22 32766 23 32766 32766 96 12 86 
54823 1968 1 9 10227 32766 32766 -3 35 -40 13 22 313 0 35 32766 33 32766 32766 103 12 49 
54823 1968 1 10 10201 32766 32766 0 44 -32 35 57 348 0 20 32766 28 32766 32766 106 12 85 
54823 1968 1 11 10158 32766 32766 30 98 -22 33 46 326 0 30 32766 35 32766 32766 104 11 84 
54823 1968 1 12 10089 32766 32766 54 91 26 39 42 324 0 45 32766 33 32766 32766 166 11 41 
54823 1968 1 13 10161 32766 32766 -14 33 -54 14 27 311 0 29 32766 30 32766 32766 149 16 88 
54823 1968 1 14 10226 32766 32766 -62 -9 -107 7 18 310 0 24 32766 33 32766 32766 192 16 79 
54823 1968 1 15 10213 32766 32766 -30 40 -96 5 12 303 0 33 32766 50 32766 32766 160 11 88 
54823 1968 1 16 10100 32766 32766 43 100 7 18 21 313 0 55 32766 38 32766 32766 164 11 85 
54823 1968 1 17 10123 32766 32766 -4 48 -29 29 50 337 0 24 32766 33 32766 32766 97 4 86 
54823 1968 1 18 10180 32766 32766 -35 23 -81 31 66 351 0 18 32766 43 32766 32766 121 4 27 
54823 1968 1 19 10203 32766 32766 -44 -15 -64 37 84 376 31021 8 32766 35 32766 32766 92 4 4 
54823 1968 1 20 10205 32766 32766 -51 -31 -68 36 86 377 31025 6 32766 10 32766 32766 60 4 39 
54823 1968 1 21 10231 32766 32766 -73 -30 -127 26 76 356 0 9 32766 8 32766 32766 35 14 80 
54823 1968 1 22 10238 32766 32766 -47 -7 -87 30 71 348 0 6 32766 3 32766 32766 37 3 67 
54823 1968 1 23 10202 32766 32766 -28 -12 -42 41 82 366 31010 3 32766 0 32766 32766 45 3 0 
54823 1968 1 24 10189 32766 32766 -41 5 -91 24 56 340 0 5 32766 0 32766 32766 9 5 85 
54823 1968 1 25 10194 32766 32766 -34 12 -91 38 77 367 0 2 32766 8 32766 32766 53 13 45 
54823 1968 1 26 10226 32766 32766 -12 18 -25 38 69 354 32700 11 32766 15 32766 32766 60 5 55 
54823 1968 1 27 10215 32766 32766 -44 -19 -81 37 82 368 31015 3 32766 10 32766 32766 60 5 0 
54823 1968 1 28 10186 32766 32766 -1 14 -24 53 87 374 31002 7 32766 20 32766 32766 86 10 0 
54823 1968 1 29 10218 32766 32766 -27 3 -68 33 65 347 32700 17 32766 40 32766 32766 92 3 65 
54823 1968 1 30 10237 32766 32766 -45 -10 -76 25 59 335 0 16 32766 13 32766 32766 63 4 83 
54823 1968 1 31 10209 32766 32766 -45 -2 -76 20 47 336 0 5 32766 3 32766 32766 80 3 79 
54823 1968 2 1 10203 32766 32766 -61 -15 -98 16 43 324 0 15 32766 18 32766 32766 113 2 87 
54823 1968 2 2 10164 32766 32766 -18 30 -67 20 36 331 0 22 32766 28 32766 32766 139 11 90 
54823 1968 2 3 10225 32766 32766 -51 -20 -93 14 33 326 0 20 32766 15 32766 32766 99 4 94 
54823 1968 2 4 10271 32766 32766 -61 -24 -100 14 37 322 0 18 32766 18 32766 32766 98 5 85 
54823 1968 2 5 10272 32766 32766 -61 -24 -98 16 43 321 0 17 32766 20 32766 32766 102 4 83 
54823 1968 2 6 10266 32766 32766 -57 -14 -102 14 38 324 0 17 32766 8 32766 32766 80 15 94 
54823 1968 2 7 10241 32766 32766 -43 20 -94 14 34 311 0 21 32766 15 32766 32766 92 14 93 
54823 1968 2 8 10250 32766 32766 -50 -10 -96 14 36 314 0 18 32766 15 32766 32766 97 4 93 
54823 1968 2 9 10250 32766 32766 -26 25 -74 15 34 314 0 15 32766 13 32766 32766 72 11 52 
54823 1968 2 10 10260 32766 32766 -27 11 -65 15 30 321 0 27 32766 20 32766 32766 95 16 96 
54823 1968 2 11 10276 32766 32766 -23 45 -80 19 39 325 0 21 32766 10 32766 32766 78 10 91 
54823 1968 2 12 10232 32766 32766 24 75 -9 19 27 315 0 50 32766 43 32766 32766 168 10 92 
54823 1968 2 13 10224 32766 32766 25 81 -39 24 35 324 0 23 32766 13 32766 32766 50 15 85 
54823 1968 2 14 10188 32766 32766 24 85 -35 30 42 327 0 24 32766 13 32766 32766 76 14 93 
54823 1968 2 15 10157 32766 32766 36 102 -5 34 43 336 0 36 32766 28 32766 32766 123 12 95 
54823 1968 2 16 10172 32766 32766 18 116 -36 41 61 339 0 25 32766 15 32766 32766 70 4 80 
54823 1968 2 17 10168 32766 32766 -13 24 -47 45 80 361 31015 15 32766 10 32766 32766 104 16 0 
