V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
54823 1959 1 8 10212 32766 32766 -32 22 -70 24 50 27 0 14 32766 25 48 13 61 11 74 
54823 1959 1 9 10248 32766 32766 -35 -5 -50 21 44 27 0 18 32766 35 80 1 97 2 68 
54823 1959 1 10 10239 32766 32766 -62 -5 -111 13 36 11 0 21 32766 50 110 14 137 14 86 
54823 1959 1 11 10158 32766 32766 -15 37 -67 11 21 7 0 29 32766 40 73 14 124 13 82 
54823 1959 1 12 10155 32766 32766 -2 34 -39 17 28 17 0 28 32766 38 80 15 100 15 38 
54823 1959 1 13 10205 32766 32766 -14 38 -66 13 25 17 0 27 32766 43 90 12 118 11 82 
54823 1959 1 14 10127 32766 32766 34 82 -14 22 28 21 0 57 32766 85 133 10 260 10 76 
54823 1959 1 15 10258 32766 32766 -32 38 -64 10 19 8 0 32 32766 55 113 15 235 15 83 
54823 1959 1 16 10284 32766 32766 -79 -47 -91 8 25 13 0 18 32766 38 122 16 188 16 86 
54823 1959 1 17 10287 32766 32766 -69 -2 -139 10 29 15 0 14 32766 23 38 9 50 9 85 
54823 1959 1 18 10291 32766 32766 -43 21 -99 13 30 17 0 32766 32766 28 45 13 62 12 88 
54823 1959 1 19 10250 32766 32766 -12 58 -63 14 28 11 0 22 32766 15 50 9 76 9 90 
54823 1959 1 20 10181 32766 32766 29 76 -6 20 27 16 0 42 32766 60 103 10 178 10 77 
54823 1959 1 21 10232 32766 32766 -11 36 -31 32 57 29 31017 28 32766 50 97 3 210 2 69 
54823 1959 1 22 10218 32766 32766 13 70 -51 23 37 15 0 39 32766 48 87 10 122 10 91 
54823 1959 1 23 10144 32766 32766 69 122 15 26 26 6 0 72 32766 60 118 10 167 10 91 
54823 1959 1 24 10117 32766 32766 77 105 39 45 42 27 0 45 32766 25 63 4 136 4 34 
54823 1959 1 25 10167 32766 32766 47 88 26 29 35 5 0 49 32766 45 93 4 134 4 0 
54823 1959 1 26 10128 32766 32766 39 92 14 64 79 63 32700 17 32766 25 73 11 75 11 30 
54823 1959 1 27 10197 32766 32766 27 56 10 63 85 67 32700 11 32766 35 107 3 107 3 13 
54823 1959 1 28 10183 32766 32766 10 39 -20 50 75 64 32700 9 32766 15 80 3 80 3 0 
54823 1959 1 29 10192 32766 32766 6 33 -13 35 56 9 0 33 32766 38 133 1 208 1 89 
54823 1959 1 30 10238 32766 32766 -23 36 -63 16 31 7 0 25 32766 38 70 4 89 11 91 
54823 1959 1 31 10230 32766 32766 16 60 -17 24 36 17 0 30 32766 35 63 11 72 10 68 
54823 1959 2 1 10156 32766 32766 14 33 -2 50 75 48 31001 14 32766 20 62 11 96 10 0 
54823 1959 2 2 10089 32766 32766 59 122 -4 42 48 28 0 58 32766 55 97 10 147 10 93 
54823 1959 2 3 10110 32766 32766 69 127 29 57 58 28 0 50 32766 33 100 9 146 9 66 
54823 1959 2 4 10132 32766 32766 61 132 10 63 68 47 0 30 32766 30 68 11 81 11 90 
54823 1959 2 5 10137 32766 32766 58 123 12 66 74 44 0 25 32766 28 123 3 157 3 86 
54823 1959 2 6 10212 32766 32766 8 72 -26 47 70 42 33 40 32766 103 249 3 294 3 51 
54823 1959 2 7 10228 32766 32766 -30 -3 -50 30 61 52 0 20 32766 55 93 3 133 3 0 
54823 1959 2 8 10209 32766 32766 -2 63 -57 35 63 22 0 15 32766 25 57 11 78 13 79 
54823 1959 2 9 10259 32766 32766 -6 28 -43 23 40 16 0 27 32766 38 67 1 113 3 100 
54823 1959 2 10 10238 32766 32766 8 75 -39 20 31 17 0 29 32766 33 50 9 76 12 96 
54823 1959 2 11 10226 32766 32766 25 81 -23 27 39 18 0 31 32766 30 70 10 95 9 89 
54823 1959 2 12 10156 32766 32766 16 59 -26 46 68 54 32700 13 32766 13 67 5 81 5 0 
54823 1959 2 13 10133 32766 32766 7 36 -8 62 95 65 30048 0 32766 68 133 2 205 3 0 
54823 1959 2 14 10174 32766 32766 8 33 -7 41 64 42 0 52 32766 63 100 3 148 3 4 
54823 1959 2 15 10176 32766 32766 13 56 -17 41 63 37 0 37 32766 45 100 3 136 3 88 
54823 1959 2 16 10177 32766 32766 18 57 -9 44 64 37 0 25 32766 30 70 2 94 2 58 
54823 1959 2 17 10211 32766 32766 10 52 -18 38 58 36 0 30 32766 45 97 2 158 2 88 
54823 1959 2 18 10211 32766 32766 8 58 -37 29 48 15 0 27 32766 20 57 3 74 4 91 
54823 1959 2 19 10166 32766 32766 20 64 -17 37 55 23 0 26 32766 20 57 1 76 1 64 
54823 1959 2 20 10185 32766 32766 30 90 -20 35 49 15 0 24 32766 20 50 11 82 1 94 
54823 1959 2 21 10206 32766 32766 47 106 -2 39 46 32 0 27 32766 15 53 14 87 13 89 
54823 1959 2 22 10219 32766 32766 51 101 10 56 65 35 32700 34 32766 30 80 12 117 11 68 
54823 1959 2 23 10228 32766 32766 40 102 -11 56 71 35 0 21 32766 25 57 9 94 9 80 
54823 1959 2 24 10218 32766 32766 62 113 22 48 52 33 0 44 32766 50 87 9 126 9 87 
54823 1959 2 25 10214 32766 32766 34 73 13 54 71 40 30009 18 32766 48 107 9 207 9 4 
54823 1959 2 26 10310 32766 32766 2 43 -33 44 74 43 30001 14 32766 30 80 3 100 3 51 
54823 1959 2 27 10290 32766 32766 10 67 -30 39 64 31 0 27 32766 28 80 2 103 2 94 
54823 1959 2 28 10267 32766 32766 20 58 -10 38 55 32 0 30 32766 30 87 14 108 14 84 
54823 1959 3 1 10206 32766 32766 33 104 -27 32 46 13 0 39 32766 33 110 12 134 13 97 
54823 1959 3 2 10214 32766 32766 20 69 -29 24 35 15 0 47 32766 45 90 2 118 2 105 
54823 1959 3 3 10169 32766 32766 78 157 -16 35 33 22 0 70 32766 43 133 8 200 9 103 
54823 1959 3 4 10135 32766 32766 126 193 79 63 44 26 0 58 32766 30 87 9 93 8 82 
54823 1959 3 5 10086 32766 32766 97 158 78 107 89 80 64 15 32766 30 90 2 108 2 11 
54823 1959 3 6 10126 32766 32766 50 93 39 77 88 54 38 8 32766 65 133 3 190 3 0 
54823 1959 3 7 10158 32766 32766 55 101 9 66 75 45 0 29 32766 25 80 2 90 2 53 
54823 1959 3 8 10183 32766 32766 73 132 21 72 71 37 0 35 32766 13 48 3 79 2 92 
54823 1959 3 9 10149 32766 32766 77 113 54 46 45 10 32700 57 32766 50 183 13 194 11 70 
54823 1959 3 10 10146 32766 32766 46 98 4 34 42 22 0 58 32766 43 98 16 141 1 98 
54823 1959 3 11 10207 32766 32766 37 84 -23 32 44 15 0 42 32766 15 60 1 102 1 108 
54823 1959 3 12 10253 32766 32766 46 103 -1 38 46 20 0 39 32766 15 82 2 106 2 102 
54823 1959 3 13 10274 32766 32766 45 119 -11 42 53 24 0 41 32766 10 53 11 81 10 104 
54823 1959 3 14 10265 32766 32766 67 112 34 41 44 23 0 50 32766 28 53 10 73 10 52 
54823 1959 3 15 10230 32766 32766 82 145 46 44 42 25 0 66 32766 23 65 12 100 11 97 
54823 1959 3 16 10185 32766 32766 100 171 41 50 43 23 0 79 32766 25 77 10 99 10 109 
54823 1959 3 17 10182 32766 32766 130 186 86 60 41 26 0 97 32766 43 103 11 126 11 107 
54823 1959 3 18 10195 32766 32766 136 199 90 58 39 21 0 128 32766 25 97 7 133 7 93 
54823 1959 3 19 10169 32766 32766 121 160 96 51 37 23 0 56 32766 18 57 8 81 9 2 
54823 1959 3 20 10147 32766 32766 105 129 84 72 56 48 32700 28 32766 20 50 11 56 11 13 
54823 1959 3 21 10101 32766 32766 96 153 47 95 80 53 32700 35 32766 45 83 11 116 11 47 
54823 1959 3 22 10136 32766 32766 118 182 45 56 46 8 0 70 32766 33 93 15 126 15 109 
54823 1959 3 23 10141 32766 32766 131 195 61 47 33 15 0 127 32766 13 62 11 91 10 83 
54823 1959 3 24 10055 32766 32766 159 203 120 74 41 32 0 140 32766 115 143 10 314 10 111 
54823 1959 3 25 10052 32766 32766 162 218 117 75 44 7 0 118 32766 43 107 9 170 9 96 
54823 1959 3 26 10136 32766 32766 146 229 65 50 33 14 0 91 32766 23 60 2 85 2 111 
54823 1959 3 27 10119 32766 32766 160 225 87 58 36 17 32700 85 32766 33 83 11 96 11 94 
54823 1959 3 28 10092 32766 32766 120 195 101 114 82 59 64 13 32766 33 110 3 170 3 0 
54823 1959 3 29 10113 32766 32766 94 125 81 108 92 63 55 8 32766 45 93 2 123 2 0 
54823 1959 3 30 10169 32766 32766 108 165 67 73 62 16 0 60 32766 33 83 16 113 16 115 
54823 1959 3 31 10201 32766 32766 128 193 74 58 41 16 0 73 32766 20 63 15 68 14 112 
54823 1959 4 1 10153 32766 32766 139 189 104 64 42 19 0 89 32766 28 97 11 139 9 74 
54823 1959 4 2 10135 32766 32766 134 199 69 62 44 19 0 77 32766 18 70 11 91 9 109 
54823 1959 4 3 10082 32766 32766 117 161 94 88 65 41 4 35 32766 25 80 4 83 4 0 
54823 1959 4 4 10020 32766 32766 92 138 64 98 85 50 103 4 32766 45 157 1 283 1 29 
54823 1959 4 5 10145 32766 32766 110 166 44 61 48 21 0 57 32766 15 50 9 65 3 113 
54823 1959 4 6 10129 32766 32766 126 186 78 66 46 30 0 91 32766 50 100 10 156 10 101 
54823 1959 4 7 10057 32766 32766 142 200 88 95 60 40 0 72 32766 18 68 9 102 10 97 
54823 1959 4 8 9944 32766 32766 156 191 127 111 64 44 11 69 32766 80 147 9 230 9 44 
54823 1959 4 9 9988 32766 32766 151 208 92 78 52 3 0 79 32766 25 68 2 86 3 99 
54823 1959 4 10 10060 32766 32766 157 207 119 89 51 30 0 70 32766 45 90 1 111 3 81 
54823 1959 4 11 10103 32766 32766 117 189 49 76 60 23 0 62 32766 20 123 10 157 10 87 
54823 1959 4 12 10092 32766 32766 142 207 94 51 36 2 0 123 32766 55 146 15 178 15 97 
54823 1959 4 13 10171 32766 32766 139 192 72 41 28 8 0 94 32766 15 73 10 88 10 116 
