V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
54823 1976 1 8 10190 32766 32766 -24 12 -49 19 38 322 0 23 32766 30 43 3 93 3 84 
54823 1976 1 9 10238 32766 32766 -43 -11 -81 13 29 320 0 21 32766 28 50 5 89 4 83 
54823 1976 1 10 10236 32766 32766 -32 16 -84 10 23 313 0 26 32766 43 80 14 120 14 83 
54823 1976 1 11 10223 32766 32766 11 71 -27 13 20 310 0 28 32766 33 50 11 73 11 86 
54823 1976 1 12 10174 32766 32766 42 94 0 16 20 309 0 44 32766 40 80 10 162 11 83 
54823 1976 1 13 10191 32766 32766 -2 52 -45 34 58 341 0 22 32766 25 70 3 117 2 68 
54823 1976 1 14 10265 32766 32766 -38 16 -84 25 59 322 0 11 32766 8 27 14 44 13 83 
54823 1976 1 15 10157 32766 32766 6 52 -40 20 33 319 0 27 32766 33 63 11 111 10 78 
54823 1976 1 16 10126 32766 32766 16 61 -30 25 39 321 0 36 32766 43 70 3 112 10 77 
54823 1976 1 17 10179 32766 32766 -12 39 -59 18 35 313 0 25 32766 25 50 4 76 4 77 
54823 1976 1 18 10182 32766 32766 -14 44 -46 23 44 322 0 19 32766 30 80 5 119 4 49 
54823 1976 1 19 10253 32766 32766 -56 -17 -80 17 42 322 0 13 32766 63 90 4 140 4 79 
54823 1976 1 20 10285 32766 32766 -64 -26 -96 12 35 316 0 18 32766 30 50 3 93 4 81 
54823 1976 1 21 10277 32766 32766 -56 1 -101 12 33 310 0 20 32766 25 70 13 117 13 83 
54823 1976 1 22 10291 32766 32766 -27 28 -83 11 23 313 0 23 32766 30 73 14 114 14 76 
54823 1976 1 23 10294 32766 32766 -29 15 -72 11 23 311 0 19 32766 18 43 4 95 1 86 
54823 1976 1 24 10208 32766 32766 12 54 -43 13 20 316 0 13 32766 43 80 10 141 10 19 
54823 1976 1 25 10199 32766 32766 3 60 -41 27 47 321 0 20 32766 25 77 4 109 4 50 
54823 1976 1 26 10247 32766 32766 -29 28 -77 27 60 326 0 22 32766 45 73 5 102 4 86 
54823 1976 1 27 10223 32766 32766 -8 47 -68 34 60 344 0 11 32766 5 50 12 82 11 0 
54823 1976 1 28 10224 32766 32766 21 42 2 32 44 321 0 38 32766 45 73 11 122 10 41 
54823 1976 1 29 10296 32766 32766 -12 41 -63 17 32 318 0 22 32766 15 53 14 108 14 79 
54823 1976 1 30 10240 32766 32766 27 87 -22 13 18 311 0 65 32766 48 77 12 121 12 89 
54823 1976 1 31 10130 32766 32766 55 102 23 14 16 312 0 76 32766 48 80 11 163 10 89 
54823 1976 2 1 10065 32766 32766 62 115 15 10 11 306 0 72 32766 48 63 12 110 10 79 
54823 1976 2 2 10052 32766 32766 86 152 6 17 15 307 0 86 32766 38 63 11 113 10 88 
54823 1976 2 3 10066 32766 32766 36 112 -36 37 52 315 0 64 32766 40 60 3 99 2 80 
54823 1976 2 4 10149 32766 32766 -18 18 -40 28 54 333 0 26 32766 53 73 3 126 4 66 
54823 1976 2 5 10209 32766 32766 -15 49 -71 22 42 322 0 14 32766 18 37 5 63 2 83 
54823 1976 2 6 10195 32766 32766 19 93 -54 25 41 316 0 29 32766 18 60 11 127 10 72 
54823 1976 2 7 10180 32766 32766 33 66 18 46 59 353 32700 29 32766 30 63 12 114 10 0 
54823 1976 2 8 10180 32766 32766 37 97 -32 52 69 347 0 15 32766 15 37 10 57 10 72 
54823 1976 2 9 10143 32766 32766 61 125 7 61 65 350 0 24 32766 15 50 13 68 13 80 
54823 1976 2 10 10156 32766 32766 64 128 13 64 69 343 0 33 32766 20 60 3 93 4 75 
