V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
54823 1960 1 8 10223 32766 32766 -31 -7 -43 46 96 92 0 3 32766 5 32766 32766 45 4 0 
54823 1960 1 9 10182 32766 32766 2 64 -58 50 82 36 0 2 32766 0 32766 32766 78 10 56 
54823 1960 1 10 10145 32766 32766 45 71 20 34 41 33 0 45 32766 43 32766 32766 138 9 79 
54823 1960 1 11 10192 32766 32766 3 53 -46 26 43 323 0 18 32766 18 32766 32766 86 3 81 
54823 1960 1 12 10168 32766 32766 5 48 -32 41 65 47 0 12 32766 25 32766 32766 83 3 68 
54823 1960 1 13 10132 32766 32766 35 83 -21 54 70 49 0 21 32766 28 32766 32766 116 11 33 
54823 1960 1 14 10193 32766 32766 5 58 -14 47 75 51 0 24 32766 63 32766 32766 174 4 61 
54823 1960 1 15 10214 32766 32766 -29 -9 -41 41 83 68 31027 8 32766 35 32766 32766 90 3 0 
54823 1960 1 16 10187 32766 32766 -53 -36 -93 37 91 82 32700 4 32766 20 32766 32766 52 12 0 
54823 1960 1 17 10152 32766 32766 -27 -8 -49 45 90 83 32700 2 32766 33 32766 32766 69 4 0 
54823 1960 1 18 10156 32766 32766 -6 20 -22 52 89 81 0 5 32766 33 32766 32766 108 3 22 
54823 1960 1 19 10182 32766 32766 -7 5 -14 51 89 84 31001 8 32766 63 32766 32766 146 3 0 
54823 1960 1 20 10213 32766 32766 -23 -7 -33 48 94 86 32700 1 32766 28 32766 32766 91 3 0 
54823 1960 1 21 10293 32766 32766 -48 -10 -66 24 52 35 0 17 32766 75 32766 32766 193 4 67 
54823 1960 1 22 10359 32766 32766 -82 -51 -105 12 35 25 0 16 32766 38 32766 32766 130 3 78 
54823 1960 1 23 10371 32766 32766 -80 -33 -124 13 40 25 0 10 32766 13 32766 32766 61 3 61 
54823 1960 1 24 10307 32766 32766 -44 13 -91 18 42 18 0 22 32766 33 32766 32766 144 10 85 
54823 1960 1 25 10250 32766 32766 -37 4 -71 19 43 17 0 21 32766 38 32766 32766 139 10 85 
54823 1960 1 26 10230 32766 32766 -55 -15 -75 17 43 20 0 20 32766 33 32766 32766 122 2 83 
54823 1960 1 27 10284 32766 32766 -72 -15 -120 14 43 20 0 17 32766 20 32766 32766 72 3 81 
54823 1960 1 28 10302 32766 32766 -44 14 -96 17 41 28 0 17 32766 18 32766 32766 90 15 80 
54823 1960 1 29 10238 32766 32766 -10 55 -67 24 45 24 0 30 32766 45 32766 32766 148 10 89 
54823 1960 1 30 10147 32766 32766 28 84 -17 28 39 19 0 41 32766 40 32766 32766 156 11 80 
54823 1960 1 31 10202 32766 32766 11 32 -1 48 73 52 32700 11 32766 18 32766 32766 79 5 0 
54823 1960 2 1 10248 32766 32766 -13 56 -74 33 65 16 0 20 32766 30 32766 32766 80 3 79 
54823 1960 2 2 10200 32766 32766 20 69 -22 32 46 29 0 20 32766 8 32766 32766 70 15 76 
54823 1960 2 3 10238 32766 32766 16 73 -37 32 48 27 0 20 32766 3 32766 32766 69 10 90 
54823 1960 2 4 10201 32766 32766 52 115 -7 29 34 16 0 41 32766 30 32766 32766 122 10 88 
54823 1960 2 5 10128 32766 32766 66 137 0 26 30 4 0 74 32766 53 32766 32766 179 10 90 
54823 1960 2 6 10056 32766 32766 116 178 93 39 29 16 0 111 32766 68 32766 32766 176 10 90 
54823 1960 2 7 10098 32766 32766 32 110 -7 49 65 47 0 23 32766 25 32766 32766 80 4 24 
54823 1960 2 8 10080 32766 32766 30 97 -25 55 74 44 0 19 32766 15 32766 32766 121 3 76 
54823 1960 2 9 10196 32766 32766 20 76 -7 43 66 11 0 28 32766 45 32766 32766 128 3 81 
54823 1960 2 10 10211 32766 32766 44 108 -20 29 36 16 0 38 32766 25 32766 32766 130 10 79 
54823 1960 2 11 10231 32766 32766 10 77 -30 42 67 30 32700 26 32766 60 32766 32766 198 3 42 
54823 1960 2 12 10263 32766 32766 -12 55 -88 25 54 11 0 33 32766 40 32766 32766 323 10 92 
54823 1960 2 13 10160 32766 32766 58 102 32766 33 36 21 0 29 32766 88 32766 32766 318 10 92 
54823 1960 2 14 10249 32766 32766 35 96 -16 30 43 14 0 32 32766 13 32766 32766 73 3 79 
54823 1960 2 15 10263 32766 32766 47 106 5 33 40 16 0 44 32766 25 32766 32766 138 10 91 
54823 1960 2 16 10179 32766 32766 49 97 16 49 56 48 0 67 32766 78 32766 32766 214 10 94 
54823 1960 2 17 10256 32766 32766 27 66 -11 26 36 15 3 38 32766 35 32766 32766 112 2 98 
54823 1960 2 18 10247 32766 32766 26 103 -34 20 28 15 0 47 32766 45 32766 32766 157 12 98 
54823 1960 2 19 10130 32766 32766 79 144 29 23 22 9 0 88 32766 53 32766 32766 141 11 98 
54823 1960 2 20 10153 32766 32766 48 113 4 23 29 9 0 77 32766 40 32766 32766 230 2 100 
54823 1960 2 21 10227 32766 32766 27 91 -25 24 33 14 0 30 32766 10 32766 32766 51 6 88 
54823 1960 2 22 10170 32766 32766 85 149 29 26 23 17 0 90 32766 58 32766 32766 186 10 99 
54823 1960 2 23 10102 32766 32766 127 177 88 40 27 23 0 126 32766 75 32766 32766 280 10 96 
54823 1960 2 24 10039 32766 32766 171 234 124 60 32 14 0 145 32766 68 32766 32766 186 10 98 
54823 1960 2 25 10165 32766 32766 45 205 9 27 32 14 0 117 32766 123 32766 32766 302 3 96 
54823 1960 2 26 10197 32766 32766 25 73 -15 20 28 15 0 47 32766 33 32766 32766 98 4 75 
54823 1960 2 27 10157 32766 32766 47 129 -20 23 30 12 0 71 32766 38 32766 32766 176 10 99 
54823 1960 2 28 10089 32766 32766 91 136 51 35 29 25 0 98 32766 73 32766 32766 163 10 75 
54823 1960 2 29 10078 32766 32766 134 191 98 49 33 24 0 106 32766 60 32766 32766 213 10 101 
54823 1960 3 1 10118 32766 32766 121 189 81 60 44 26 0 87 32766 53 32766 32766 141 2 95 
54823 1960 3 2 10206 32766 32766 36 83 4 38 50 25 0 63 32766 90 32766 32766 226 3 87 
54823 1960 3 3 10184 32766 32766 47 107 -5 38 45 31 0 43 32766 23 32766 32766 100 9 16 
54823 1960 3 4 10136 32766 32766 77 133 25 61 58 46 0 57 32766 35 32766 32766 117 11 88 
54823 1960 3 5 10078 32766 32766 114 160 89 88 66 49 0 59 32766 53 32766 32766 132 10 51 
54823 1960 3 6 10079 32766 32766 108 170 65 86 68 45 0 41 32766 43 32766 32766 150 3 47 
54823 1960 3 7 10107 32766 32766 63 104 37 84 89 72 32700 15 32766 20 32766 32766 92 3 8 
54823 1960 3 8 10074 32766 32766 82 134 62 88 82 55 32700 23 32766 30 32766 32766 157 3 8 
54823 1960 3 9 10113 32766 32766 65 148 2 49 57 14 32700 60 32766 48 32766 32766 105 4 104 
54823 1960 3 10 10066 32766 32766 121 173 60 89 65 43 0 72 32766 53 32766 32766 164 11 88 
54823 1960 3 11 10051 32766 32766 107 169 96 88 68 22 32700 50 32766 68 32766 32766 239 2 32 
54823 1960 3 12 10229 32766 32766 14 97 -30 12 18 6 0 64 32766 63 32766 32766 206 2 107 
54823 1960 3 13 10217 32766 32766 30 76 -21 10 14 6 0 42 32766 38 32766 32766 152 9 16 
54823 1960 3 14 10178 32766 32766 61 138 7 44 48 30 0 74 32766 53 32766 32766 147 10 108 
54823 1960 3 15 10173 32766 32766 81 168 9 53 56 19 0 61 32766 28 32766 32766 108 11 99 
54823 1960 3 16 10172 32766 32766 102 173 26 52 45 27 0 54 32766 13 32766 32766 91 1 104 
