V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
54823 2006 1 8 10055 10097 10021 -1 48 -34 23 39 22 0 15 32766 33 52 11 88 9 58 
54823 2006 1 9 10024 10051 10004 2 80 -47 24 44 15 0 14 32766 19 35 6 63 10 67 
54823 2006 1 10 10012 10033 9993 30 75 -7 35 47 29 0 18 32766 21 54 8 91 9 61 
54823 2006 1 11 10036 10051 10021 20 70 -13 41 58 37 0 14 32766 14 39 6 56 1 70 
54823 2006 1 12 10011 10047 9977 1 11 -13 50 82 65 32700 5 32766 19 35 15 47 15 0 
54823 2006 1 13 10015 10031 9993 -1 35 -25 51 84 52 0 6 32766 19 41 16 61 3 11 
54823 2006 1 14 10015 10031 10002 12 65 -31 42 65 34 0 11 32766 21 40 4 57 4 72 
54823 2006 1 15 10002 10016 9991 45 83 1 38 46 27 0 21 32766 25 42 8 73 7 59 
54823 2006 1 16 10008 10037 9988 29 72 -2 51 68 49 0 14 32766 20 57 6 65 6 8 
54823 2006 1 17 10065 10088 10020 -2 15 -11 56 92 79 1 1 32766 21 44 4 67 3 0 
54823 2006 1 18 10100 10120 10088 -20 -10 -27 49 92 77 32700 0 32766 38 55 4 94 4 0 
54823 2006 1 19 10100 10116 10087 -24 -3 -44 38 75 62 0 6 32766 22 59 4 88 4 0 
54823 2006 1 20 10081 10111 10055 1 34 -23 34 58 34 0 10 32766 19 47 5 79 5 26 
54823 2006 1 21 10057 10078 10041 12 54 -12 35 53 34 0 16 32766 19 35 5 58 3 50 
54823 2006 1 22 10086 10106 10050 -5 47 -38 39 66 48 0 11 32766 25 40 4 54 4 17 
54823 2006 1 23 10115 10131 10103 -1 60 -41 29 49 32 0 14 32766 30 39 12 62 10 31 
54823 2006 1 24 10103 10122 10078 31 76 -15 32 43 25 0 29 32766 42 66 11 105 11 79 
54823 2006 1 25 10118 10141 10094 6 54 -29 34 55 36 0 13 32766 27 40 4 61 9 16 
54823 2006 1 26 10064 10121 10031 34 86 -18 37 49 26 0 20 32766 31 53 10 83 10 67 
54823 2006 1 27 10036 10049 10022 37 109 -13 42 55 31 0 20 32766 27 43 10 71 9 72 
54823 2006 1 28 9984 10044 9949 44 106 1 44 54 30 0 24 32766 34 53 8 85 12 79 
54823 2006 1 29 10011 10061 9953 25 56 4 52 72 49 0 5 32766 26 58 5 84 8 0 
