V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
54823 1980 1 8 10153 10176 10135 30 81 -5 40 53 36 0 42 32766 30 63 10 122 10 69 
54823 1980 1 9 10171 10191 10146 -17 16 -44 40 76 56 0 13 32766 40 100 4 149 4 68 
54823 1980 1 10 10234 10257 10189 -46 -16 -70 28 64 43 0 11 32766 28 83 4 123 4 83 
54823 1980 1 11 10198 10254 10156 -30 20 -74 21 47 24 0 17 32766 25 70 10 119 10 79 
54823 1980 1 12 10176 10199 10156 2 30 -32 30 51 17 0 18 32766 30 87 10 150 11 59 
54823 1980 1 13 10190 10202 10175 -3 56 -48 23 38 22 0 20 32766 33 60 13 87 12 82 
54823 1980 1 14 10188 10210 10178 -14 21 -46 17 32 18 0 19 32766 25 57 4 82 4 83 
54823 1980 1 15 10165 10190 10140 10 73 -37 16 27 7 0 16 32766 35 57 12 105 11 84 
54823 1980 1 16 10159 10179 10139 9 56 -43 19 32 17 0 38 32766 45 67 4 108 4 83 
54823 1980 1 17 10276 10303 10176 -37 -4 -66 25 55 33 0 22 32766 43 67 4 102 4 83 
54823 1980 1 18 10273 10308 10248 -30 7 -72 28 58 34 32700 10 32766 15 40 9 74 10 0 
54823 1980 1 19 10242 10261 10227 -15 7 -21 36 66 57 32700 11 32766 10 27 2 49 2 28 
54823 1980 1 20 10200 10227 10185 -1 50 -45 30 48 34 0 13 32766 30 53 10 95 11 82 
54823 1980 1 21 10207 10220 10200 -9 51 -49 24 44 22 0 20 32766 30 50 5 77 5 78 
54823 1980 1 22 10182 10223 10143 7 79 -62 25 42 15 0 33 32766 38 77 10 131 10 71 
54823 1980 1 23 10142 10165 10125 49 82 11 36 43 32 0 47 32766 43 67 10 131 10 76 
54823 1980 1 24 10171 10187 10161 0 64 -50 41 69 46 0 9 32766 18 63 4 86 4 63 
54823 1980 1 25 10135 10168 10093 34 112 -22 54 69 45 0 15 32766 20 70 11 117 11 70 
54823 1980 1 26 10097 10113 10077 53 86 31 73 83 58 32700 14 32766 23 40 8 77 11 0 
54823 1980 1 27 10127 10150 10102 19 41 6 65 92 68 1 6 32766 30 83 4 120 4 0 
54823 1980 1 28 10169 10189 10135 -14 20 -43 35 62 43 2 30 32766 100 130 4 183 4 43 
54823 1980 1 29 10227 10286 10187 -65 -31 -115 15 37 13 0 23 32766 78 100 4 158 3 56 
54823 1980 1 30 10270 10298 10232 -104 -52 -145 6 23 14 0 15 32766 20 77 3 141 3 79 
54823 1980 1 31 10200 10232 10178 -68 -24 -97 8 24 8 0 18 32766 33 53 14 86 15 80 
54823 1980 2 1 10200 10217 10186 -47 4 -93 9 22 12 0 20 32766 25 47 11 81 14 85 
54823 1980 2 2 10194 10210 10176 -25 25 -53 12 25 12 0 24 32766 33 57 14 99 15 83 
54823 1980 2 3 10209 10228 10193 -56 -19 -87 10 26 11 0 21 32766 30 53 16 93 16 83 
54823 1980 2 4 10248 10269 10217 -73 -37 -92 6 19 8 0 10 32766 40 93 16 158 15 64 
54823 1980 2 5 10215 10252 10177 -65 -44 -77 7 19 16 0 24 32766 50 80 11 132 12 77 
54823 1980 2 6 10280 10300 10252 -76 -20 -118 9 28 12 0 15 32766 8 47 5 72 5 51 
54823 1980 2 7 10291 10307 10283 -76 -20 -123 10 33 12 0 16 32766 23 50 4 78 4 80 
54823 1980 2 8 10276 10309 10250 -63 -10 -105 10 27 15 0 16 32766 20 50 15 81 15 67 
54823 1980 2 9 10250 10276 10228 -35 33 -91 12 25 14 0 24 32766 25 50 11 81 12 86 
54823 1980 2 10 10221 10238 10202 14 65 -20 11 17 9 0 28 32766 33 50 11 85 12 65 
54823 1980 2 11 10244 10261 10218 6 66 -37 15 26 11 0 23 32766 15 40 11 83 2 82 
54823 1980 2 12 10232 10248 10211 30 94 -26 19 28 10 0 25 32766 15 37 11 75 11 80 
54823 1980 2 13 10260 10279 10227 -21 52 -41 24 48 19 0 23 32766 58 87 4 127 4 21 
54823 1980 2 14 10284 10299 10266 -26 41 -75 17 40 7 0 18 32766 15 40 14 79 14 93 
54823 1980 2 15 10260 10275 10244 16 84 -36 13 19 10 0 30 32766 25 60 10 121 12 91 
54823 1980 2 16 10264 10284 10240 23 101 -34 22 35 15 0 27 32766 8 37 11 67 10 87 
54823 1980 2 17 10235 10257 10207 42 101 -1 24 30 13 0 41 32766 15 40 12 69 12 32 
54823 1980 2 18 10166 10207 10150 26 56 0 54 76 31 2 14 32766 15 40 8 75 9 0 
54823 1980 2 19 10191 10206 10166 33 106 -28 55 75 49 0 17 32766 13 30 13 39 14 76 
54823 1980 2 20 10227 10243 10189 34 78 0 54 70 55 0 20 32766 25 47 3 75 4 65 
54823 1980 2 21 10233 10250 10209 26 102 -31 53 75 46 0 21 32766 20 57 12 91 11 40 
54823 1980 2 22 10199 10218 10177 66 131 13 56 60 39 0 46 32766 33 80 10 123 11 81 
54823 1980 2 23 10162 10187 10130 86 156 24 54 51 27 0 44 32766 15 50 11 94 11 96 
54823 1980 2 24 10158 10176 10143 93 157 20 53 48 29 0 46 32766 23 30 1 51 2 92 
54823 1980 2 25 10105 10152 10078 85 122 65 64 59 40 32700 30 32766 23 57 8 102 9 0 
54823 1980 2 26 10132 10150 10097 37 80 5 46 63 25 32700 37 32766 38 93 4 140 5 83 
54823 1980 2 27 10093 10140 10061 58 116 12 36 40 21 0 42 32766 23 60 10 119 10 69 
54823 1980 2 28 10043 10077 10000 98 173 21 41 36 13 0 73 32766 40 73 12 155 10 100 
54823 1980 2 29 10049 10116 9996 68 149 33 56 58 33 11 52 32766 40 83 10 163 10 6 
54823 1980 3 1 10147 10172 10116 38 99 -7 32 44 14 0 33 32766 23 43 5 68 5 73 
54823 1980 3 2 10113 10127 10098 79 108 53 32 30 23 0 70 32766 43 77 10 138 9 37 
54823 1980 3 3 10153 10170 10118 62 129 27 42 44 33 0 63 32766 48 90 4 146 4 69 
54823 1980 3 4 10150 10172 10125 61 116 12 26 29 13 0 80 32766 40 80 4 120 4 96 
54823 1980 3 5 10103 10132 10078 70 116 31 50 49 26 0 52 32766 40 63 10 128 10 85 
54823 1980 3 6 10073 10097 10044 71 117 30 62 62 48 0 43 32766 30 60 10 100 9 42 
54823 1980 3 7 10078 10099 10059 83 151 27 65 63 38 0 43 32766 25 57 3 90 3 92 
54823 1980 3 8 10067 10089 10047 58 104 24 76 83 53 151 4 32766 45 90 4 132 4 0 
54823 1980 3 9 10141 10175 10078 9 31 -6 57 87 77 17 17 32766 48 87 5 130 4 0 
54823 1980 3 10 10228 10239 10175 -6 10 -13 36 62 53 32700 26 32766 73 113 4 154 4 0 
54823 1980 3 11 10247 10255 10222 1 40 -22 35 58 41 32700 27 32766 58 100 4 134 4 65 
54823 1980 3 12 10234 10250 10207 15 57 -14 43 63 49 0 24 32766 25 67 5 107 4 31 
54823 1980 3 13 10185 10223 10155 33 63 4 55 72 54 0 24 32766 28 53 11 101 9 0 
54823 1980 3 14 10212 10239 10188 40 93 -2 36 47 22 0 49 32766 20 43 16 91 3 108 
54823 1980 3 15 10152 10199 10109 71 116 23 50 50 35 0 66 32766 40 70 10 143 10 86 
54823 1980 3 16 10114 10134 10097 117 177 72 71 55 29 0 62 32766 28 50 10 98 10 96 
54823 1980 3 17 10149 10178 10100 95 139 68 71 60 52 0 64 32766 45 107 4 153 3 80 
54823 1980 3 18 10175 10195 10151 50 90 24 62 70 60 32700 37 32766 28 90 4 140 4 20 
54823 1980 3 19 10127 10152 10102 92 165 28 78 69 47 0 53 32766 35 80 10 145 10 71 
54823 1980 3 20 10209 10232 10142 62 92 38 42 45 25 0 81 32766 73 133 4 198 4 68 
54823 1980 3 21 10203 10227 10187 31 73 1 31 42 22 0 55 32766 48 80 4 123 4 5 
54823 1980 3 22 10200 10219 10182 13 45 -14 53 80 37 15 28 32766 35 67 5 101 4 27 
54823 1980 3 23 10253 10277 10209 35 83 -11 35 49 15 0 50 32766 18 73 14 123 15 91 
54823 1980 3 24 10238 10272 10189 54 114 -24 25 29 15 0 52 32766 25 53 12 94 12 95 
54823 1980 3 25 10169 10189 10156 86 130 43 38 35 17 0 77 32766 38 70 11 120 11 77 
54823 1980 3 26 10212 10233 10187 100 172 31 33 30 13 0 70 32766 28 47 13 88 13 110 
54823 1980 3 27 10157 10196 10122 138 189 98 42 28 14 0 114 32766 38 97 11 165 10 106 
54823 1980 3 28 10113 10143 10080 146 190 115 51 32 19 0 92 32766 28 67 10 112 11 96 
54823 1980 3 29 10075 10093 10045 137 194 88 63 41 24 0 96 32766 33 93 10 163 10 95 
54823 1980 3 30 10122 10156 10070 103 163 79 86 69 46 32700 34 32766 28 87 4 133 3 0 
54823 1980 3 31 10177 10191 10149 85 141 46 68 65 21 17 47 32766 18 57 15 97 15 63 
54823 1980 4 1 10144 10186 10118 118 179 79 38 29 9 0 101 32766 50 77 13 125 12 107 
54823 1980 4 2 10094 10142 10046 147 210 69 68 40 27 0 104 32766 55 93 11 174 9 109 
54823 1980 4 3 10021 10052 10004 206 253 164 85 36 27 0 203 32766 88 130 10 234 10 112 
54823 1980 4 4 10023 10046 10004 208 240 181 143 58 36 32700 88 32766 33 93 10 166 10 34 
54823 1980 4 5 10079 10136 10007 58 213 -7 95 94 62 308 26 32766 93 190 4 279 4 0 
54823 1980 4 6 10127 10151 10095 55 131 -4 68 78 43 4 42 32766 13 50 11 99 10 98 
54823 1980 4 7 10047 10104 10021 115 175 57 105 78 53 0 40 32766 20 67 10 131 10 68 
54823 1980 4 8 10108 10141 10041 99 132 82 97 79 61 0 23 32766 50 90 4 135 3 0 
