V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
56080 2011 1 4 7091 7122 7057 -58 76 -171 11 43 6 0 26 32766 31 91 12 207 14 65 
56080 2011 1 5 7109 7144 7078 -94 4 -153 16 56 12 0 16 32766 18 47 16 77 16 68 
56080 2011 1 6 7126 7156 7085 -90 25 -138 15 49 22 0 12 32766 16 56 16 88 1 61 
56080 2011 1 7 7109 7138 7061 -62 78 -173 12 40 4 0 18 32766 11 71 14 130 14 67 
56080 2011 1 8 7117 7144 7084 -122 -12 -177 16 67 16 0 11 32766 20 49 16 81 16 0 
56080 2011 1 9 7127 7156 7092 -143 -84 -178 14 68 48 3 4 32766 19 43 16 69 16 20 
56080 2011 1 10 7110 7125 7093 -146 -60 -190 15 77 51 21 4 32766 13 37 16 55 15 50 
56080 2011 1 11 7102 7134 7059 -166 -6 -268 11 63 17 0 11 32766 9 107 12 252 12 83 
56080 2011 1 12 7074 7091 7051 -139 4 -235 10 55 14 0 11 32766 10 41 16 69 15 83 
56080 2011 1 13 7080 7103 7049 -114 5 -193 14 58 20 0 12 32766 12 53 16 87 16 74 
56080 2011 1 14 7124 7172 7085 -128 -34 -185 14 62 29 0 13 32766 16 61 16 114 15 68 
56080 2011 1 15 7144 7187 7096 -148 -12 -244 9 54 14 0 14 32766 12 40 16 77 16 82 
56080 2011 1 16 7093 7118 7066 -134 -42 -209 10 52 26 0 11 32766 15 69 16 128 16 77 
56080 2011 1 17 7096 7124 7064 -121 -23 -192 12 52 20 0 14 32766 14 33 1 60 16 82 
56080 2011 1 18 7059 7081 7033 -106 11 -176 13 51 14 0 13 32766 13 50 16 88 15 87 
56080 2011 1 19 7089 7108 7068 -118 -60 -141 18 72 41 21 10 32766 13 43 16 69 1 57 
56080 2011 1 20 7105 7125 7072 -141 -16 -241 15 69 31 0 12 32766 8 71 11 102 11 68 
56080 2011 1 21 7094 7113 7076 -98 0 -179 12 51 11 0 27 32766 27 100 14 192 14 82 
56080 2011 1 22 7112 7125 7090 -115 10 -202 10 45 11 0 18 32766 11 58 16 123 16 80 
56080 2011 1 23 7134 7156 7108 -109 8 -187 14 55 15 0 13 32766 12 51 16 74 16 69 
56080 2011 1 24 7124 7138 7094 -101 24 -193 12 52 10 0 16 32766 13 65 16 104 16 84 
56080 2011 1 25 7126 7145 7096 -117 -3 -197 14 57 27 0 11 32766 17 32 16 55 16 81 
56080 2011 1 26 7123 7144 7081 -101 -14 -140 15 54 31 0 13 32766 17 65 16 105 16 48 
56080 2011 1 27 7144 7161 7118 -115 -56 -140 18 71 48 9 9 32766 23 58 16 100 16 46 
56080 2011 1 28 7164 7187 7132 -152 -42 -226 10 57 15 32700 12 32766 17 64 1 101 1 77 
56080 2011 1 29 7127 7158 7092 -129 5 -213 8 45 11 0 16 32766 12 63 16 105 2 78 
56080 2011 1 30 7134 7155 7102 -120 10 -212 11 52 15 0 10 32766 13 32 16 59 16 70 
56080 2011 1 31 7134 7147 7112 -122 6 -211 11 51 14 0 15 32766 12 47 1 96 2 66 
56080 2011 2 1 7139 7164 7106 -119 45 -229 7 40 6 0 20 32766 13 46 1 75 1 93 
56080 2011 2 2 7122 7145 7098 -79 48 -179 8 28 9 0 21 32766 12 95 13 143 13 78 
56080 2011 2 3 7123 7145 7093 -80 71 -207 9 34 8 0 20 32766 24 81 12 148 14 58 
56080 2011 2 4 7126 7158 7091 -54 97 -168 11 34 5 0 22 32766 11 31 9 64 9 74 
56080 2011 2 5 7107 7128 7089 -18 123 -121 14 31 10 0 25 32766 10 44 5 82 6 82 
56080 2011 2 6 7091 7129 7052 -2 131 -109 13 33 5 0 42 32766 34 90 14 186 12 61 
56080 2011 2 7 7072 7091 7055 -14 89 -84 13 25 9 0 23 32766 11 51 16 80 15 13 
56080 2011 2 8 7038 7089 6984 -17 135 -108 19 39 12 0 29 32766 14 79 16 138 15 71 
56080 2011 2 9 7079 7109 7036 -29 58 -78 24 52 16 32700 23 32766 20 49 16 77 2 64 
56080 2011 2 10 7108 7132 7076 -56 84 -158 14 40 8 0 25 32766 13 44 16 72 1 81 
56080 2011 2 11 7130 7160 7080 -48 35 -110 27 64 31 32700 21 32766 21 51 5 91 4 83 
56080 2011 2 12 7105 7122 7070 -77 40 -162 18 63 12 0 23 32766 24 69 16 148 16 89 
56080 2011 2 13 7122 7145 7089 -84 44 -170 15 55 10 32700 20 32766 18 40 1 78 5 73 
56080 2011 2 14 7067 7119 7018 -61 93 -171 13 43 9 0 21 32766 10 45 16 76 15 86 
56080 2011 2 15 7055 7076 7035 -6 95 -84 21 40 15 0 33 32766 14 70 1 129 16 59 
56080 2011 2 16 7100 7132 7075 -67 7 -118 27 75 45 0 13 32766 13 71 16 105 15 12 
56080 2011 2 17 7098 7150 7062 -61 -22 -104 33 82 50 43 6 32766 15 47 9 61 9 0 
56080 2011 2 18 7098 7113 7075 -66 -18 -100 29 80 55 11 19 32766 8 28 16 44 6 59 
56080 2011 2 19 7115 7129 7089 -45 28 -79 32 74 35 32700 18 32766 18 32 5 56 9 78 
56080 2011 2 20 7111 7132 7079 -51 85 -143 22 61 11 0 25 32766 12 70 13 131 14 95 
56080 2011 2 21 7100 7118 7069 -10 100 -119 18 46 6 0 38 32766 39 103 13 179 14 56 
56080 2011 2 22 7140 7163 7109 -28 82 -87 16 39 5 0 32 32766 22 79 14 133 14 95 
56080 2011 2 23 7120 7146 7082 -20 133 -135 13 36 5 0 36 32766 17 57 11 105 11 90 
56080 2011 2 24 7088 7114 7049 -4 125 -103 19 40 9 0 28 32766 13 59 16 87 1 71 
56080 2011 2 25 7074 7096 7050 23 115 -57 25 41 14 0 31 32766 21 63 11 101 13 51 
56080 2011 2 26 7077 7090 7040 5 82 -36 45 73 21 10 24 32766 16 91 16 143 1 36 
56080 2011 2 27 7088 7108 7035 -4 128 -49 35 72 11 0 27 32766 28 93 16 189 15 79 
56080 2011 2 28 7117 7136 7092 -43 48 -85 34 77 45 5 26 32766 21 63 16 106 16 27 
56080 2011 3 1 7127 7160 7088 -35 102 -129 20 58 5 0 36 32766 35 118 14 206 13 84 
56080 2011 3 2 7126 7153 7089 -54 30 -109 26 66 35 0 22 32766 23 69 16 124 16 60 
56080 2011 3 3 7127 7174 7068 -38 122 -146 24 60 11 5 27 32766 20 53 16 99 5 98 
56080 2011 3 4 7073 7109 7047 -16 83 -91 26 53 20 0 36 32766 26 91 16 151 16 78 
56080 2011 3 5 7084 7112 7048 -33 60 -62 33 68 38 0 22 32766 35 89 16 151 16 53 
56080 2011 3 6 7139 7156 7107 -30 65 -104 29 65 15 4 29 32766 21 78 1 135 16 78 
56080 2011 3 7 7162 7187 7122 -28 65 -112 21 53 11 0 25 32766 17 40 16 70 16 73 
56080 2011 3 8 7141 7165 7090 -26 92 -116 17 43 6 0 35 32766 33 66 3 122 3 78 
56080 2011 3 9 7187 7209 7150 -45 37 -91 23 55 26 32700 25 32766 22 54 3 104 4 75 
56080 2011 3 10 7165 7188 7122 -45 57 -106 24 59 22 0 20 32766 15 62 16 113 16 69 
56080 2011 3 11 7153 7178 7126 -34 57 -101 19 47 8 0 37 32766 19 75 16 143 16 83 
56080 2011 3 12 7113 7154 7066 -28 102 -147 10 29 3 0 38 32766 22 76 11 117 12 85 
56080 2011 3 13 7102 7153 7070 -41 91 -99 19 45 10 0 29 32766 33 91 16 150 16 51 
56080 2011 3 14 7193 7219 7148 -88 -33 -114 21 65 28 3 18 32766 34 63 16 119 16 23 
56080 2011 3 15 7204 7245 7154 -94 24 -190 11 48 9 0 28 32766 28 62 1 107 3 90 
56080 2011 3 16 7167 7198 7135 -57 85 -155 10 34 2 0 38 32766 15 67 14 105 14 103 
56080 2011 3 17 7118 7148 7079 -57 93 -124 16 38 8 0 32 32766 29 107 16 178 1 43 
56080 2011 3 18 7107 7134 7068 -56 40 -111 28 70 27 32700 19 32766 18 66 4 110 5 25 
56080 2011 3 19 7077 7102 7053 -52 22 -105 34 83 50 47 19 32766 20 43 2 62 3 87 
56080 2011 3 20 7082 7104 7044 -61 -17 -76 33 84 58 15 13 32766 26 52 16 87 16 32 
56080 2011 3 21 7137 7156 7103 -89 -52 -122 22 72 49 21 19 32766 23 40 16 66 16 31 
56080 2011 3 22 7154 7180 7123 -79 5 -143 25 74 34 32700 16 32766 22 53 16 78 16 62 
56080 2011 3 23 7145 7160 7122 -58 29 -114 28 73 33 5 22 32766 25 56 1 86 16 82 
56080 2011 3 24 7165 7183 7139 -56 18 -102 29 75 38 32700 19 32766 22 46 4 82 4 74 
56080 2011 3 25 7171 7190 7130 -45 44 -106 27 67 24 4 28 32766 24 79 5 114 6 78 
56080 2011 3 26 7176 7193 7144 -24 52 -83 26 55 13 0 33 32766 21 65 16 107 16 71 
56080 2011 3 27 7176 7196 7149 -31 75 -105 22 52 8 0 40 32766 28 88 1 189 2 106 
56080 2011 3 28 7191 7218 7146 -21 119 -125 18 44 7 0 42 32766 12 66 4 111 4 105 
56080 2011 3 29 7160 7188 7117 22 150 -65 33 53 12 0 42 32766 14 51 4 82 5 80 
56080 2011 3 30 7130 7155 7088 40 146 -50 35 54 12 0 50 32766 23 77 4 121 5 74 
56080 2011 3 31 7122 7133 7100 39 110 13 45 58 30 0 43 32766 33 61 16 100 15 42 
56080 2011 4 1 7153 7167 7127 27 85 -6 43 60 32 32700 35 32766 20 53 5 91 4 54 
56080 2011 4 2 7160 7182 7126 13 69 -26 48 73 44 32700 26 32766 21 44 5 77 8 20 
56080 2011 4 3 7145 7163 7112 31 107 -15 55 76 37 7 32 32766 21 50 4 95 4 61 
56080 2011 4 4 7111 7150 7056 72 174 -11 60 64 25 32700 86 32766 30 88 13 144 12 98 
56080 2011 4 5 7100 7124 7076 42 94 5 67 82 56 42 24 32766 23 74 16 129 16 52 
56080 2011 4 6 7150 7160 7124 -12 22 -27 55 97 80 38 9 32766 21 55 4 99 3 0 
56080 2011 4 7 7177 7192 7147 -41 27 -70 36 80 44 53 24 32766 26 54 5 91 6 79 
56080 2011 4 8 7179 7198 7158 -3 61 -53 34 62 18 32700 31 32766 17 41 1 71 16 105 
56080 2011 4 9 7173 7192 7145 22 122 -64 33 55 11 0 47 32766 15 65 14 137 14 108 
56080 2011 4 10 7185 7211 7160 38 138 -45 37 53 16 0 49 32766 14 62 4 98 3 104 
56080 2011 4 11 7162 7190 7137 49 141 -21 49 61 26 32700 50 32766 19 60 13 107 14 82 
56080 2011 4 12 7161 7177 7132 71 183 -22 45 57 9 0 64 32766 17 50 3 89 4 103 
56080 2011 4 13 7150 7172 7109 85 208 -18 45 51 9 0 75 32766 23 84 16 127 16 89 
56080 2011 4 14 7156 7166 7133 67 128 30 36 37 26 0 58 32766 22 76 16 115 16 37 
