V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
54161 1959 1 4 9941 9966 9922 -245 -213 -280 4 45 38 32700 7 32766 38 140 16 32766 32766 35 
54161 1959 1 5 9964 9977 9959 -232 -171 -271 5 50 30 0 4 32766 30 102 15 32766 32766 75 
54161 1959 1 6 9946 9962 9935 -192 -134 -240 6 49 32 0 6 32766 45 98 13 32766 32766 69 
54161 1959 1 7 9965 9992 9941 -185 -130 -247 7 48 28 0 7 32766 18 74 16 32766 32766 76 
54161 1959 1 8 9937 9986 9894 -152 -85 -210 10 50 34 0 10 32766 50 150 11 32766 32766 50 
54161 1959 1 9 9930 9955 9900 -177 -97 -224 10 62 47 0 4 32766 35 86 15 32766 32766 76 
54161 1959 1 10 9882 9920 9841 -209 -152 -256 6 50 31 0 17 32766 40 122 14 32766 32766 80 
54161 1959 1 11 9823 9869 9788 -166 -105 -219 10 53 39 32700 8 32766 63 169 12 32766 32766 0 
54161 1959 1 12 9865 9879 9854 -148 -73 -221 8 45 31 0 10 32766 30 75 14 32766 32766 75 
54161 1959 1 13 9894 9921 9871 -172 -107 -236 8 49 28 0 9 32766 40 98 13 32766 32766 76 
54161 1959 1 14 9865 9916 9818 -104 -20 -176 15 52 42 0 19 32766 90 186 10 32766 32766 7 
54161 1959 1 15 9877 9922 9828 -157 -52 -194 14 74 56 31012 4 32766 60 149 15 32766 32766 45 
54161 1959 1 16 9931 9962 9911 -230 -192 -246 7 71 61 31007 4 32766 68 143 16 32766 32766 0 
54161 1959 1 17 9980 9992 9961 -255 -198 -299 5 63 45 31001 5 32766 38 82 13 32766 32766 78 
54161 1959 1 18 9974 9986 9959 -201 -137 -246 7 57 47 0 4 32766 55 91 12 32766 32766 77 
54161 1959 1 19 9940 9976 9884 -131 -65 -205 13 58 43 0 11 32766 88 186 11 32766 32766 82 
54161 1959 1 20 9925 9996 9887 -115 -69 -172 18 69 47 0 9 32766 43 151 12 32766 32766 77 
54161 1959 1 21 9969 10000 9898 -143 -64 -204 12 61 34 0 12 32766 58 153 12 32766 32766 78 
54161 1959 1 22 9894 9923 9872 -78 -19 -116 18 53 34 0 18 32766 75 186 11 32766 32766 40 
54161 1959 1 23 9880 9922 9809 -70 28 -142 20 57 28 0 21 32766 58 159 11 32766 32766 82 
54161 1959 1 24 9834 9862 9802 -37 1 -80 19 41 30 0 34 32766 68 202 12 32766 32766 60 
54161 1959 1 25 9904 9941 9851 -108 -64 -152 9 33 12 0 23 32766 58 192 14 32766 32766 82 
54161 1959 1 26 9913 9937 9892 -108 -21 -156 11 38 23 31001 16 32766 40 97 3 32766 32766 26 
54161 1959 1 27 9956 9970 9935 -143 -59 -209 12 63 29 31006 10 32766 45 100 13 32766 32766 76 
54161 1959 1 28 9938 9960 9904 -84 3 -143 16 52 26 0 17 32766 43 117 11 32766 32766 55 
54161 1959 1 29 9888 9918 9873 -89 -59 -116 24 76 51 31002 9 32766 53 139 1 32766 32766 20 
54161 1959 1 30 9925 9941 9918 -165 -97 -229 11 67 41 32700 5 32766 45 104 13 32766 32766 80 
54161 1959 1 31 9948 9970 9920 -108 -7 -179 15 55 30 0 20 32766 53 141 12 32766 32766 83 
54161 1959 2 1 9866 9920 9801 -20 30 -74 23 44 29 0 44 32766 110 258 11 32766 32766 32 
54161 1959 2 2 9793 9825 9777 -6 28 -30 36 61 41 32700 36 32766 105 233 12 32766 32766 69 
54161 1959 2 3 9864 9920 9825 -52 14 -114 25 65 24 0 19 32766 43 135 12 32766 32766 74 
54161 1959 2 4 9900 9930 9870 -20 76 -115 22 45 18 0 29 32766 48 150 11 32766 32766 82 
54161 1959 2 5 9917 10028 9881 -13 24 -72 46 81 70 31005 10 32766 50 128 1 32766 32766 0 
54161 1959 2 6 10065 10083 10028 -121 -60 -171 13 55 31 32700 9 32766 30 119 1 32766 32766 87 
54161 1959 2 7 10021 10069 9936 -110 -49 -176 13 53 23 0 11 32766 23 71 6 32766 32766 84 
54161 1959 2 8 9910 9936 9884 -58 -2 -104 17 44 23 32700 25 32766 58 166 12 32766 32766 7 
54161 1959 2 9 9954 9972 9936 -132 -49 -194 12 58 17 32700 10 32766 33 117 1 32766 32766 89 
54161 1959 2 10 9984 10001 9969 -166 -101 -232 7 47 23 0 8 32766 30 101 15 32766 32766 89 
54161 1959 2 11 9960 9994 9885 -122 -17 -192 7 31 7 0 22 32766 43 209 12 32766 32766 87 
54161 1959 2 12 9895 9988 9862 -25 19 -82 27 50 43 31001 39 32766 133 288 12 32766 32766 0 
54161 1959 2 13 9986 10000 9975 -79 -4 -152 16 49 22 0 12 32766 20 60 3 32766 32766 92 
54161 1959 2 14 9990 10001 9972 -80 -17 -137 14 44 23 0 19 32766 50 137 3 32766 32766 58 
54161 1959 2 15 9949 9972 9936 -86 -37 -113 17 53 35 32700 15 32766 33 119 4 32766 32766 0 
54161 1959 2 16 9947 9967 9935 -69 19 -133 18 58 11 0 16 32766 35 111 11 32766 32766 88 
54161 1959 2 17 9980 9993 9967 -86 -18 -139 15 48 27 0 17 32766 33 88 15 32766 32766 91 
54161 1959 2 18 9968 9989 9941 -77 6 -165 12 39 15 0 19 32766 25 97 11 32766 32766 83 
54161 1959 2 19 9929 9941 9918 -56 27 -117 11 28 11 0 15 32766 35 96 11 32766 32766 94 
54161 1959 2 20 9929 9941 9919 -78 5 -130 10 31 17 0 24 32766 33 109 12 32766 32766 89 
54161 1959 2 21 9925 9954 9913 -86 -10 -143 10 32 23 0 22 32766 35 103 11 32766 32766 93 
54161 1959 2 22 9973 10004 9953 -105 -30 -171 9 34 20 0 18 32766 30 114 13 32766 32766 91 
54161 1959 2 23 10001 10010 9988 -96 -12 -157 10 37 17 0 22 32766 30 134 11 32766 32766 97 
54161 1959 2 24 10016 10030 10004 -90 -7 -166 9 30 16 0 17 32766 20 78 10 32766 32766 97 
54161 1959 2 25 10046 10063 10020 -90 -37 -142 9 29 20 0 20 32766 35 110 2 32766 32766 97 
54161 1959 2 26 10051 10067 10030 -73 12 -143 9 28 17 0 18 32766 20 74 11 32766 32766 97 
54161 1959 2 27 10033 10070 10018 -88 -17 -144 10 31 23 0 19 32766 28 98 11 32766 32766 75 
54161 1959 2 28 10027 10065 9934 -70 14 -142 10 29 18 0 17 32766 13 47 11 32766 32766 92 
54161 1959 3 1 9864 9934 9816 -34 18 -82 15 31 28 0 40 32766 68 157 11 32766 32766 29 
54161 1959 3 2 9877 9934 9824 -73 -13 -104 21 60 25 31004 22 32766 68 157 16 32766 32766 92 
54161 1959 3 3 9896 9928 9816 -36 57 -123 13 31 14 0 54 32766 93 283 10 32766 32766 87 
54161 1959 3 4 9885 9939 9814 25 86 -23 27 40 17 0 80 32766 105 300 11 32766 32766 98 
54161 1959 3 5 9912 9930 9892 6 51 -30 31 44 30 32700 22 32766 23 67 4 32766 32766 0 
54161 1959 3 6 9920 9937 9908 1 84 -63 28 51 22 0 31 32766 35 77 2 32766 32766 98 
54161 1959 3 7 9912 9928 9893 1 88 -69 19 33 19 0 33 32766 25 57 6 32766 32766 89 
54161 1959 3 8 9925 9949 9900 -21 46 -69 16 33 14 0 42 32766 55 123 16 32766 32766 105 
54161 1959 3 9 9908 9951 9860 -5 88 -74 14 24 18 0 58 32766 45 127 10 32766 32766 80 
54161 1959 3 10 9852 9873 9839 -8 42 -55 21 35 17 31001 42 32766 63 125 16 32766 32766 68 
54161 1959 3 11 9899 9952 9871 -80 -4 -134 15 43 31 31002 20 32766 40 117 15 32766 32766 74 
54161 1959 3 12 9981 10022 9950 -101 -21 -166 9 34 17 0 25 32766 60 137 13 32766 32766 103 
54161 1959 3 13 10039 10058 10022 -56 31 -136 8 21 12 0 23 32766 25 40 2 32766 32766 104 
54161 1959 3 14 10045 10061 10019 -13 80 -96 9 17 8 0 30 32766 33 53 3 32766 32766 107 
54161 1959 3 15 9985 10019 9950 16 108 -54 11 16 9 0 89 32766 28 70 13 32766 32766 103 
54161 1959 3 16 9946 9959 9924 30 121 -32 28 39 26 0 48 32766 48 77 12 32766 32766 100 
54161 1959 3 17 9937 9961 9924 50 150 -27 27 34 20 0 68 32766 55 117 12 32766 32766 103 
54161 1959 3 18 9977 9998 9960 39 135 -55 19 26 11 0 47 32766 30 80 13 32766 32766 95 
54161 1959 3 19 9967 9990 9955 34 89 9 43 55 18 4 17 32766 28 90 5 32766 32766 23 
54161 1959 3 20 9975 9994 9924 10 94 -90 31 58 8 0 29 32766 35 83 3 32766 32766 85 
54161 1959 3 21 9891 9924 9831 36 71 2 59 74 42 7 16 32766 38 100 9 32766 32766 0 
54161 1959 3 22 9832 9884 9806 27 49 14 70 93 84 69 1 32766 18 61 15 32766 32766 0 
54161 1959 3 23 9885 9895 9870 39 109 2 66 82 29 2 29 32766 40 120 16 32766 32766 93 
54161 1959 3 24 9832 9875 9779 67 143 2 56 60 24 0 46 32766 38 97 8 32766 32766 103 
