V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
56080 2007 1 4 7154 7177 7130 -82 -23 -105 25 76 43 3 10 32766 18 28 8 44 16 57 
56080 2007 1 5 7174 7194 7155 -115 2 -166 16 68 26 0 13 32766 14 60 16 80 16 79 
56080 2007 1 6 7183 7211 7144 -113 -13 -170 17 65 32 32700 13 32766 15 56 5 83 4 76 
56080 2007 1 7 7175 7191 7157 -131 -57 -179 12 58 33 32700 12 32766 14 41 16 61 1 79 
56080 2007 1 8 7169 7195 7137 -114 -1 -183 11 45 9 0 18 32766 13 96 13 144 13 78 
56080 2007 1 9 7153 7180 7120 -113 40 -210 9 41 8 0 18 32766 12 66 11 91 11 90 
56080 2007 1 10 7134 7153 7108 -103 37 -190 11 44 12 0 15 32766 10 38 16 58 16 81 
56080 2007 1 11 7156 7175 7137 -106 -39 -141 15 57 32 0 12 32766 13 42 5 60 5 45 
56080 2007 1 12 7147 7181 7117 -103 -24 -178 16 62 29 32700 11 32766 9 26 16 40 6 43 
56080 2007 1 13 7123 7154 7091 -103 -23 -152 16 58 33 0 4 32766 10 28 16 42 2 0 
56080 2007 1 14 7122 7141 7095 -112 -48 -147 19 75 48 32700 6 32766 13 55 16 79 16 43 
56080 2007 1 15 7123 7136 7109 -117 -66 -148 18 73 42 14 4 32766 15 43 16 60 16 61 
56080 2007 1 16 7140 7154 7122 -133 -43 -181 15 71 34 32700 5 32766 13 21 15 31 5 74 
56080 2007 1 17 7163 7181 7145 -138 -26 -218 11 56 17 0 10 32766 15 30 3 53 6 86 
56080 2007 1 18 7156 7180 7136 -140 -36 -198 12 59 26 0 5 32766 8 30 6 39 6 19 
56080 2007 1 19 7121 7149 7094 -121 7 -210 13 58 18 0 11 32766 13 25 7 44 7 90 
56080 2007 1 20 7143 7158 7123 -115 -17 -192 13 54 23 0 15 32766 14 41 10 56 10 76 
56080 2007 1 21 7132 7165 7096 -107 9 -182 14 55 31 0 15 32766 17 79 16 108 16 74 
56080 2007 1 22 7150 7163 7131 -92 4 -141 18 61 31 32700 13 32766 11 54 1 116 1 64 
56080 2007 1 23 7171 7187 7148 -94 29 -181 11 49 9 0 17 32766 29 89 13 140 13 86 
56080 2007 1 24 7153 7180 7115 -92 53 -184 11 38 9 0 23 32766 9 120 14 180 14 72 
56080 2007 1 25 7168 7183 7141 -87 32 -185 11 41 12 0 22 32766 12 44 5 64 4 82 
56080 2007 1 26 7192 7209 7164 -58 21 -137 10 33 8 0 37 32766 33 121 14 181 13 65 
56080 2007 1 27 7216 7233 7188 -80 3 -154 8 27 10 0 37 32766 27 84 16 143 16 89 
56080 2007 1 28 7198 7237 7153 -85 62 -186 10 35 8 0 20 32766 10 54 11 65 11 93 
56080 2007 1 29 7187 7206 7165 -90 43 -179 10 37 8 0 22 32766 12 70 1 99 16 87 
56080 2007 1 30 7195 7223 7156 -80 67 -178 10 37 8 0 23 32766 16 48 1 66 1 89 
56080 2007 1 31 7234 7259 7177 -94 15 -171 10 38 15 0 19 32766 10 51 1 79 16 81 
56080 2007 2 1 7238 7267 7203 -106 43 -201 10 44 10 0 20 32766 8 31 6 60 6 89 
56080 2007 2 2 7195 7225 7154 -81 73 -190 11 37 11 0 17 32766 9 26 7 65 6 94 
56080 2007 2 3 7145 7180 7107 -62 72 -166 13 39 12 0 24 32766 17 46 8 97 9 88 
56080 2007 2 4 7120 7143 7087 -67 54 -177 11 38 7 0 23 32766 15 36 5 59 5 90 
56080 2007 2 5 7117 7141 7090 -45 83 -142 14 38 11 0 24 32766 18 36 7 67 6 92 
56080 2007 2 6 7101 7121 7078 -68 46 -143 18 51 23 0 21 32766 15 68 1 110 16 50 
56080 2007 2 7 7142 7166 7113 -57 69 -163 16 49 11 0 18 32766 11 32 5 54 6 63 
56080 2007 2 8 7167 7185 7136 -38 34 -79 23 51 20 0 21 32766 17 43 4 72 4 71 
56080 2007 2 9 7164 7182 7136 -50 52 -126 19 49 12 0 20 32766 11 28 4 53 7 79 
56080 2007 2 10 7145 7169 7123 -61 72 -141 12 39 8 0 26 32766 13 33 4 54 15 96 
56080 2007 2 11 7130 7159 7100 -51 92 -151 12 34 9 0 29 32766 23 47 2 77 1 92 
56080 2007 2 12 7083 7114 7052 -48 36 -106 22 51 19 32700 28 32766 31 87 16 120 15 66 
56080 2007 2 13 7146 7164 7108 -69 -8 -134 25 71 41 24 10 32766 16 43 16 65 16 84 
56080 2007 2 14 7118 7154 7076 -42 72 -129 26 61 24 0 20 32766 14 45 11 69 11 98 
56080 2007 2 15 7067 7094 7027 -42 73 -120 25 61 23 0 21 32766 13 60 16 88 16 70 
56080 2007 2 16 7091 7107 7063 -73 -27 -102 25 71 55 24 9 32766 28 56 16 85 16 61 
56080 2007 2 17 7107 7119 7089 -94 -14 -160 20 68 42 32700 12 32766 12 36 5 55 5 87 
56080 2007 2 18 7109 7121 7086 -84 1 -141 24 74 38 4 11 32766 11 50 16 72 14 56 
56080 2007 2 19 7113 7130 7088 -76 14 -144 19 62 14 32700 17 32766 18 69 14 105 13 81 
56080 2007 2 20 7114 7128 7095 -71 34 -161 17 51 18 0 19 32766 12 51 2 78 16 88 
56080 2007 2 21 7139 7154 7112 -35 37 -102 20 49 10 3 28 32766 30 79 14 142 13 97 
56080 2007 2 22 7115 7155 7075 -42 60 -135 16 41 12 0 34 32766 23 78 14 129 11 90 
56080 2007 2 23 7097 7119 7074 -25 66 -110 19 43 13 0 33 32766 21 71 15 115 15 82 
56080 2007 2 24 7154 7180 7119 -28 66 -104 16 38 7 0 39 32766 20 63 16 94 15 101 
56080 2007 2 25 7115 7136 7089 -39 101 -136 14 38 6 0 34 32766 13 46 11 77 10 102 
56080 2007 2 26 7097 7124 7060 -12 109 -107 23 45 20 0 32 32766 15 50 8 73 8 86 
56080 2007 2 27 7054 7080 7023 32 110 -38 42 59 17 0 35 32766 28 83 11 120 11 48 
56080 2007 2 28 7068 7082 7050 11 120 -76 24 45 6 0 55 32766 22 101 14 151 13 100 
56080 2007 3 1 7075 7100 7035 5 161 -93 29 54 8 0 43 32766 26 58 12 89 10 104 
56080 2007 3 2 7074 7090 7045 -21 33 -55 39 74 54 32700 24 32766 21 76 5 117 5 6 
56080 2007 3 3 7117 7130 7075 -68 34 -117 27 72 37 25 17 32766 16 61 16 86 16 72 
56080 2007 3 4 7133 7151 7118 -62 12 -125 23 64 29 0 22 32766 24 58 16 100 16 66 
56080 2007 3 5 7139 7162 7112 -60 17 -109 25 66 35 0 20 32766 18 53 16 86 16 62 
56080 2007 3 6 7132 7150 7106 -53 4 -94 28 70 37 32700 17 32766 25 51 6 71 6 45 
56080 2007 3 7 7101 7133 7062 -55 12 -90 29 74 43 9 19 32766 31 72 16 104 16 51 
56080 2007 3 8 7102 7129 7078 -77 1 -179 26 74 38 14 18 32766 15 46 1 72 1 60 
56080 2007 3 9 7097 7114 7064 -28 90 -97 26 60 10 0 38 32766 35 115 13 171 16 98 
56080 2007 3 10 7116 7137 7088 -27 78 -69 29 60 18 0 31 32766 22 62 16 95 15 74 
56080 2007 3 11 7098 7135 7048 -13 112 -94 29 56 17 0 32 32766 16 76 16 103 16 70 
56080 2007 3 12 7124 7154 7090 -7 115 -56 39 70 13 62 42 32766 15 78 16 109 16 96 
56080 2007 3 13 7076 7101 7044 3 93 -46 42 68 37 0 23 32766 16 116 16 181 1 72 
56080 2007 3 14 7082 7101 7062 3 69 -28 46 73 47 0 23 32766 17 68 9 98 7 52 
